id,upload_id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i,col_j,raw_data,created_at,col_k,col_l,col_m,col_n,col_o,col_p,col_q,col_r,col_s,col_t,col_u,col_v,col_w,col_x,col_y,col_z,col_aa,col_ab,col_ac,col_ad,col_ae,col_af,col_ag,col_ah,col_ai,col_aj,col_ak,col_al,col_am,col_an,col_ao,col_ap,col_aq,col_ar,col_as,col_at,col_au,col_av,col_aw,col_ax,col_ay,col_az,col_ba,col_bb
11,1,11,11,1/3 FERIAS VENCIDAS INDENIZADAS (Rescisao),6007 - Férias vencidas na rescisão,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","74 - Artigo 6º, inciso V da Lei nº 7.713/88; artigo 682 do Decreto nº 9.580/2018; ADI SRF 14/2005","0 - Artigo 15, § 6º da Lei n° 8.036/90","{""FGTS"": 0, ""INSS"": 0, ""IRRF"": 0, ""Analise"": ""Rubrica com inconsistência de IRRF"", ""Rubrica"": ""1/3 FERIAS VENCIDAS INDENIZADAS (Rescisao)"", ""Cod Rubrica"": 11, ""Cód Natureza"": ""6007 - Férias vencidas na rescisão"", ""Incid./Base Legal FGTS"": ""0 - Artigo 15, § 6º da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""0 - Artigo 28, § 9º da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""74 - Artigo 6º, inciso V da Lei nº 7.713/88; artigo 682 do Decreto nº 9.580/2018; ADI SRF 14/2005""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,12,12,DIF. SALARIO,"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""DIF. SALARIO"", ""Cod Rubrica"": 12, ""Cód Natureza"": ""1000 - Salário, vencimento, soldo ou subsídio"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,13,13,REEMB. VALE TRANSPORTE,1629 - Ressarcimento de outras despesas – em caráter indenizatório patrimonial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 6º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90","{""FGTS"": 0, ""INSS"": 0, ""IRRF"": 0, ""Analise"": ""Rubrica com inconsistência de IRRF"", ""Rubrica"": ""REEMB. VALE TRANSPORTE"", ""Cod Rubrica"": 13, ""Cód Natureza"": ""1629 - Ressarcimento de outras despesas – em caráter indenizatório patrimonial"", ""Incid./Base Legal FGTS"": ""0 - Artigo 15, § 6º da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""0 - Artigo 28, § 9º da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""9 - Artigo 6º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,14,14,REEMB. CONTRIBUICAO COLABORATIVA LABORAL,2920 - Reembolsos diversos,0,0,0,Rubrica com inconsistência de IRRF,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 0, ""INSS"": 0, ""IRRF"": 0, ""Analise"": ""Rubrica com inconsistência de IRRF"", ""Rubrica"": ""REEMB. CONTRIBUICAO COLABORATIVA LABORAL"", ""Cod Rubrica"": 14, ""Cód Natureza"": ""2920 - Reembolsos diversos"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,15,15,GRATIFICAÇÃO - EXECUTIVO,1211 - Gratificações,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""GRATIFICAÇÃO - EXECUTIVO"", ""Cod Rubrica"": 15, ""Cód Natureza"": ""1211 - Gratificações"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1,16,16,SALARIO MES,"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""SALARIO MES"", ""Cod Rubrica"": 16, ""Cód Natureza"": ""1000 - Salário, vencimento, soldo ou subsídio"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,17,17,SALARIO MES,6000 - Saldo de salários na rescisão contratual,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""SALARIO MES"", ""Cod Rubrica"": 17, ""Cód Natureza"": ""6000 - Saldo de salários na rescisão contratual"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,18,18,ADICIONAL DE SALARIO,1211 - Gratificações,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""ADICIONAL DE SALARIO"", ""Cod Rubrica"": 18, ""Cód Natureza"": ""1211 - Gratificações"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,19,19,REEMB. EXAME ADMISSIONAL,1299 - Outros adicionais,0,9,0,"Rubrica com inconsistência de INSS, IRRF e FGTS","11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 0, ""INSS"": 0, ""IRRF"": 9, ""Analise"": ""Rubrica com inconsistência de INSS, IRRF e FGTS"", ""Rubrica"": ""REEMB. EXAME ADMISSIONAL"", ""Cod Rubrica"": 19, ""Cód Natureza"": ""1299 - Outros adicionais"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1,20,20,QUINQUENIO,1206 - Adicional por tempo de serviço,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""QUINQUENIO"", ""Cod Rubrica"": 20, ""Cód Natureza"": ""1206 - Adicional por tempo de serviço"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1,21,21,SALARIO SUBSTITUTO MES ANTERIOR,"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""SALARIO SUBSTITUTO MES ANTERIOR"", ""Cod Rubrica"": 21, ""Cód Natureza"": ""1000 - Salário, vencimento, soldo ou subsídio"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1,22,22,DIF. CCT - 2014,1099 - Outras verbas salariais/remuneratórias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,"11 - Artigo 15, § 6º da Lei n° 8.036/90","{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""DIF. CCT - 2014"", ""Cod Rubrica"": 22, ""Cód Natureza"": ""1099 - Outras verbas salariais/remuneratórias"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15, § 6º da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1,23,23,DIF. CCT - 2015,1099 - Outras verbas salariais/remuneratórias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,"11 - Artigo 15, § 6º da Lei n° 8.036/90","{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""DIF. CCT - 2015"", ""Cod Rubrica"": 23, ""Cód Natureza"": ""1099 - Outras verbas salariais/remuneratórias"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15, § 6º da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1,24,24,PREMIO,2501 - Prêmios,11,11,11,Rubrica com inconsistência de INSS e FGTS,"0 - ATO SOLUÇÃO DE CONSULTA Nº 5.003, de 09/04/2025",11 - Artigo 36 do Decreto nº 9.580/2018,0 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""Rubrica com inconsistência de INSS e FGTS"", ""Rubrica"": ""PREMIO"", ""Cod Rubrica"": 24, ""Cód Natureza"": ""2501 - Prêmios"", ""Incid./Base Legal FGTS"": ""0 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""0 - ATO SOLUÇÃO DE CONSULTA Nº 5.003, de 09/04/2025"", ""Incid./Base Legal IRRF"": ""11 - Artigo 36 do Decreto nº 9.580/2018""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1,25,25,PREMIO CONSIGNADO - VEND,2501 - Prêmios,11,11,11,Rubrica com inconsistência de INSS e FGTS,"0 - ATO SOLUÇÃO DE CONSULTA Nº 5.003, de 09/04/2025",11 - Artigo 36 do Decreto nº 9.580/2018,0 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""Rubrica com inconsistência de INSS e FGTS"", ""Rubrica"": ""PREMIO CONSIGNADO - VEND"", ""Cod Rubrica"": 25, ""Cód Natureza"": ""2501 - Prêmios"", ""Incid./Base Legal FGTS"": ""0 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""0 - ATO SOLUÇÃO DE CONSULTA Nº 5.003, de 09/04/2025"", ""Incid./Base Legal IRRF"": ""11 - Artigo 36 do Decreto nº 9.580/2018""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,26,26,PREMIO DOMINGOS,2501 - Prêmios,0,0,0,Rubrica com inconsistência de IRRF,"0 - ATO SOLUÇÃO DE CONSULTA Nº 5.003, de 09/04/2025",11 - Artigo 36 do Decreto nº 9.580/2018,0 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 0, ""INSS"": 0, ""IRRF"": 0, ""Analise"": ""Rubrica com inconsistência de IRRF"", ""Rubrica"": ""PREMIO DOMINGOS"", ""Cod Rubrica"": 26, ""Cód Natureza"": ""2501 - Prêmios"", ""Incid./Base Legal FGTS"": ""0 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""0 - ATO SOLUÇÃO DE CONSULTA Nº 5.003, de 09/04/2025"", ""Incid./Base Legal IRRF"": ""11 - Artigo 36 do Decreto nº 9.580/2018""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,27,27,PREMIO GAR EXTEN ELETRO - VEND,"1207 - Comissões, percentagens ou produção",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""PREMIO GAR EXTEN ELETRO - VEND"", ""Cod Rubrica"": 27, ""Cód Natureza"": ""1207 - Comissões, percentagens ou produção"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1,28,28,PREMIO GAR EXTEN MOVEIS - VEND,"1207 - Comissões, percentagens ou produção",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""PREMIO GAR EXTEN MOVEIS - VEND"", ""Cod Rubrica"": 28, ""Cód Natureza"": ""1207 - Comissões, percentagens ou produção"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1,29,29,PREMIO L.B. VENDAS,"1207 - Comissões, percentagens ou produção",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""PREMIO L.B. VENDAS"", ""Cod Rubrica"": 29, ""Cód Natureza"": ""1207 - Comissões, percentagens ou produção"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
