id,cruzamento_upload_id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i,col_j,col_k,col_l,col_m,col_n,col_o,col_p,col_q,col_r,col_s,col_t,col_u,col_v,col_w,col_x,col_y,col_z,col_aa,col_ab,col_ac,col_ad,col_ae,col_af,col_ag,col_ah,col_ai,col_aj,col_ak,col_al,col_am,col_an,col_ao,col_ap,col_aq,col_ar,col_as,col_at,col_au,col_av,col_aw,col_ax,col_ay,col_az,col_ba,col_bb,raw_data,created_at
4561,11,11,53,REEMB. I.R.F.,1623-Ressarcimento de provisão,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""REEMB. I.R.F."", ""CodigoEvento"": ""53"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1623-Ressarcimento de provisão""}",2026-03-27 16:02:12.212327
4562,11,12,54,ADIC. NOTURNO C/25%,1205-Adicional noturno,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. NOTURNO C/25%"", ""CodigoEvento"": ""54"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:12.212327
4563,11,13,55,PRO-LABORE,3508-Retiradas (pró-labore) de proprietários ou sócios,OK,Rubrica com inconsistência de FGTS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""Rubrica com inconsistência de FGTS"", ""Nome Evento"": ""PRO-LABORE"", ""CodigoEvento"": ""55"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""3508-Retiradas (pró-labore) de proprietários ou sócios""}",2026-03-27 16:02:12.212327
4564,11,14,56,ADIC. NOTURNO C/30%,1205-Adicional noturno,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. NOTURNO C/30%"", ""CodigoEvento"": ""56"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:12.212327
4565,11,15,57,ADIC. NOTURNO C/35%,1205-Adicional noturno,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. NOTURNO C/35%"", ""CodigoEvento"": ""57"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:12.212327
4566,11,16,60,ADIC. INSALUBRIDADE 07/2019,1202-Adicional de insalubridade,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. INSALUBRIDADE 07/2019"", ""CodigoEvento"": ""60"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1202-Adicional de insalubridade""}",2026-03-27 16:02:12.212327
4567,11,17,61,ADIC. INSALUBRIDADE MES ANT.,1202-Adicional de insalubridade,OK,-,Verificar tipo de Rendimentos no GI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. INSALUBRIDADE MES ANT."", ""CodigoEvento"": ""61"", ""OBSERVAÇÃO "": ""Verificar tipo de Rendimentos no GI"", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1202-Adicional de insalubridade""}",2026-03-27 16:02:12.212327
4568,11,18,62,ADIC. INSALUBRIDADE,1202-Adicional de insalubridade,OK,-,Verificar tipo de Rendimentos no GI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. INSALUBRIDADE"", ""CodigoEvento"": ""62"", ""OBSERVAÇÃO "": ""Verificar tipo de Rendimentos no GI"", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1202-Adicional de insalubridade""}",2026-03-27 16:02:12.212327
4569,11,19,64,ADIC. NOTURNO C/50%,1205-Adicional noturno,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. NOTURNO C/50%"", ""CodigoEvento"": ""64"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:12.212327
4570,11,20,65,ADIC. NOTURNO MES ANTERIOR,1205-Adicional noturno,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. NOTURNO MES ANTERIOR"", ""CodigoEvento"": ""65"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:12.212327
4571,11,21,66,ADIC. NOTURNO MES ANT 20%,1205-Adicional noturno,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. NOTURNO MES ANT 20%"", ""CodigoEvento"": ""66"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:12.212327
4572,11,22,67,DIF. ADIC. INSALUBRIDADE,1202-Adicional de insalubridade,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DIF. ADIC. INSALUBRIDADE"", ""CodigoEvento"": ""67"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1202-Adicional de insalubridade""}",2026-03-27 16:02:12.212327
4573,11,23,69,ADIC. PERICULOSIDADE MES ANTER,1203-Adicional de periculosidade,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. PERICULOSIDADE MES ANTER"", ""CodigoEvento"": ""69"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1203-Adicional de periculosidade""}",2026-03-27 16:02:12.212327
4574,11,24,70,ADIC. PERICULOSIDADE,1203-Adicional de periculosidade,OK,-,Verificar tipo de Rendimentos no GI  e no bloco da rescisão ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ADIC. PERICULOSIDADE"", ""CodigoEvento"": ""70"", ""OBSERVAÇÃO "": ""Verificar tipo de Rendimentos no GI  e no bloco da rescisão "", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1203-Adicional de periculosidade""}",2026-03-27 16:02:12.212327
4575,11,25,81,HORAS REDUZIDAS ADIC. NOT MES ANT,1205-Adicional noturno,OK,-,Verificar o tipo de rendimentos no GI ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS REDUZIDAS ADIC. NOT MES ANT"", ""CodigoEvento"": ""81"", ""OBSERVAÇÃO "": ""Verificar o tipo de rendimentos no GI "", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:12.212327
4576,11,26,82,HORAS REDUZIDAS ADIC. NOTURNO,1205-Adicional noturno,OK,-,Verificar o tipo de rendimentos no GI ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS REDUZIDAS ADIC. NOTURNO"", ""CodigoEvento"": ""82"", ""OBSERVAÇÃO "": ""Verificar o tipo de rendimentos no GI "", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:12.212327
4577,11,27,93,F.G.T.S. MULTA,6101-Indenização compensatória multa rescisória 20 ou 40% (CF/88),OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""F.G.T.S. MULTA"", ""CodigoEvento"": ""93"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""6101-Indenização compensatória multa rescisória 20 ou 40% (CF/88)""}",2026-03-27 16:02:12.212327
4578,11,28,102,HORAS EXTRAS 60%,1003-Horas extraordinárias,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS EXTRAS 60%"", ""CodigoEvento"": ""102"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:12.212327
4579,11,29,105,HORAS EXTRAS 50%,1003-Horas extraordinárias,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS EXTRAS 50%"", ""CodigoEvento"": ""105"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:12.212327
4580,11,30,108,HORAS EXTRAS 50% - MES ANTERIOR,1003-Horas extraordinárias,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS EXTRAS 50% - MES ANTERIOR"", ""CodigoEvento"": ""108"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:12.212327
4581,11,31,123,HORAS EXTRAS 100%,1003-Horas extraordinárias,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS EXTRAS 100%"", ""CodigoEvento"": ""123"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:12.212327
4582,11,32,127,HORAS EXTRAS 100% - MES ANTERIOR,1003-Horas extraordinárias,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""HORAS EXTRAS 100% - MES ANTERIOR"", ""CodigoEvento"": ""127"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:12.212327
4583,11,33,145,DEV. FALTAS (DIAS),"1000-Salário, vencimento, soldo ou subsídio",OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DEV. FALTAS (DIAS)"", ""CodigoEvento"": ""145"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-27 16:02:12.212327
4584,11,34,153,DIF. ADIC. PERICULOSIDADE,1203-Adicional de periculosidade,OK,-,Verificar tipo de Rendimentos no GI  e no bloco da rescisão ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DIF. ADIC. PERICULOSIDADE"", ""CodigoEvento"": ""153"", ""OBSERVAÇÃO "": ""Verificar tipo de Rendimentos no GI  e no bloco da rescisão "", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1203-Adicional de periculosidade""}",2026-03-27 16:02:12.212327
4585,11,35,155,REEMB. VALE ALIMENTACAO MES ANTERIOR,"1806-Alimentação em ticket ou cartão, vinculada ao PAT",OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""REEMB. VALE ALIMENTACAO MES ANTERIOR"", ""CodigoEvento"": ""155"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1806-Alimentação em ticket ou cartão, vinculada ao PAT""}",2026-03-27 16:02:12.212327
4586,11,36,171,AUX. DOENÇA,"1000-Salário, vencimento, soldo ou subsídio",OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""AUX. DOENÇA"", ""CodigoEvento"": ""171"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-27 16:02:12.212327
4587,11,37,172,ACIDENTE DE TRABALHO (15 DIAS),"1000-Salário, vencimento, soldo ou subsídio",OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ACIDENTE DE TRABALHO (15 DIAS)"", ""CodigoEvento"": ""172"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-27 16:02:12.212327
4588,11,38,173,ACIDENTE DE TRABALHO (F.G.T.S.),9932-Auxílio acidente do acidentário,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""ACIDENTE DE TRABALHO (F.G.T.S.)"", ""CodigoEvento"": ""173"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9932-Auxílio acidente do acidentário""}",2026-03-27 16:02:12.212327
4589,11,39,174,AUX. DOENÇA (F.G.T.S.),9989-Outros valores informativos,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""AUX. DOENÇA (F.G.T.S.)"", ""CodigoEvento"": ""174"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9989-Outros valores informativos""}",2026-03-27 16:02:12.212327
4590,11,40,176,SALARIO MES ANTERIOR,"1000-Salário, vencimento, soldo ou subsídio",OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""SALARIO MES ANTERIOR"", ""CodigoEvento"": ""176"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-27 16:02:12.212327
4591,11,41,177,SALARIO SUBSTITUTO,"1000-Salário, vencimento, soldo ou subsídio",OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""SALARIO SUBSTITUTO"", ""CodigoEvento"": ""177"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-27 16:02:12.212327
4592,11,42,185,INDENIZACAO LEI Nº 7.238/84,6102-Indenização do art. 9º lei nº 7.238/84,OK,"Rubrica com inconsistência de INSS, IRRF e FGTS","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""Rubrica com inconsistência de INSS, IRRF e FGTS"", ""Nome Evento"": ""INDENIZACAO LEI Nº 7.238/84"", ""CodigoEvento"": ""185"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""6102-Indenização do art. 9º lei nº 7.238/84""}",2026-03-27 16:02:12.212327
4593,11,43,187,P.L.R.,1300-PLR – Participação em Lucros ou Resultados,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""P.L.R."", ""CodigoEvento"": ""187"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1300-PLR – Participação em Lucros ou Resultados""}",2026-03-27 16:02:12.212327
4594,11,44,190,REEMB. FALTAS DESC. MES ANTERIOR,"1000-Salário, vencimento, soldo ou subsídio",OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""REEMB. FALTAS DESC. MES ANTERIOR"", ""CodigoEvento"": ""190"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-27 16:02:12.212327
4595,11,45,193,F.G.T.S. PAGO,9908-FGTS - depósito,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""F.G.T.S. PAGO"", ""CodigoEvento"": ""193"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9908-FGTS - depósito""}",2026-03-27 16:02:12.212327
4596,11,46,231,REEMB. DESPESAS,9989-Outros valores informativos,OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""REEMB. DESPESAS"", ""CodigoEvento"": ""231"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9989-Outros valores informativos""}",2026-03-27 16:02:12.212327
4597,11,47,232,REEMB. EXAME DEMISSIONAL,9989-Outros valores informativos,-,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": """", ""Nome Evento"": ""REEMB. EXAME DEMISSIONAL"", ""CodigoEvento"": ""232"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""-"", ""Natureza E-social"": ""9989-Outros valores informativos""}",2026-03-27 16:02:12.212327
4598,11,48,278,PAGTO. CESTA BASICA,"1808-Cesta básica ou refeição, vinculada ao PAT",OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""PAGTO. CESTA BASICA"", ""CodigoEvento"": ""278"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1808-Cesta básica ou refeição, vinculada ao PAT""}",2026-03-27 16:02:12.212327
4599,11,49,236,REEMB. VALE REFEICAO DIF.DISSIDIO,"1806-Alimentação em ticket ou cartão, vinculada ao PAT",OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""REEMB. VALE REFEICAO DIF.DISSIDIO"", ""CodigoEvento"": ""236"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1806-Alimentação em ticket ou cartão, vinculada ao PAT""}",2026-03-27 16:02:12.212327
4600,11,50,240,REEMB. SALARIO FAMILIA,1409-Salário-família,OK,Rubrica com inconsistência de IRRF,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""REEMB. SALARIO FAMILIA"", ""CodigoEvento"": ""240"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1409-Salário-família""}",2026-03-27 16:02:12.212327
4601,11,51,241,SALÁRIO FAMILIA MES ANTERIOR,1409-Salário-família,OK,Rubrica com inconsistência de IRRF,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""SALÁRIO FAMILIA MES ANTERIOR"", ""CodigoEvento"": ""241"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1409-Salário-família""}",2026-03-27 16:02:12.212327
4602,11,52,252,AJUDA CRECHE CCT,1406-Auxílio-creche,OK,Rubrica com inconsistência de IRRF,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""AJUDA CRECHE CCT"", ""CodigoEvento"": ""252"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1406-Auxílio-creche""}",2026-03-27 16:02:12.212327
4603,11,53,253,DEV. ATRASO/FALTA HORAS,"1000-Salário, vencimento, soldo ou subsídio",OK,-,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""-"", ""Nome Evento"": ""DEV. ATRASO/FALTA HORAS"", ""CodigoEvento"": ""253"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-27 16:02:12.212327
4604,11,54,254,REEMB. MENSALIDADE. SINDICAL,9231-Contribuição Sindical – Associativa,OK,Rubrica com inconsistência de IRRF,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""EB"": ""Rubrica com inconsistência de IRRF"", ""Nome Evento"": ""REEMB. MENSALIDADE. SINDICAL"", ""CodigoEvento"": ""254"", ""OBSERVAÇÃO "": """", ""Analise Natureza"": ""OK"", ""Natureza E-social"": ""9231-Contribuição Sindical – Associativa""}",2026-03-27 16:02:12.212327
