Envio_ID;Modo;Status;Protocolo;Codigo_Resposta;Descricao_Resposta;Nr_Recibo;Rubricas;Ocorrencias;Data_Envio
49;alteracao;processado;1.1.202604.0000000012998160921;201;Lote Recebido com Sucesso.;1.1.0000000039805925050;?;;09/04/2026 14:34
50;alteracao;processado;1.1.202604.0000000012998163065;201;Lote Recebido com Sucesso.;1.1.0000000039805943156;?;;09/04/2026 14:34
51;alteracao;erro;1.1.202604.0000000012998254040;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:41
52;alteracao;erro;1.1.202604.0000000012998259194;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:42
53;alteracao;erro;1.1.202604.0000000012998263722;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:42
54;alteracao;erro;1.1.202604.0000000012998269611;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:43
55;alteracao;erro;1.1.202604.0000000012998274697;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:43
56;alteracao;erro;1.1.202604.0000000012998279673;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:44
57;alteracao;erro;1.1.202604.0000000012998284119;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:44
58;alteracao;erro;1.1.202604.0000000012998289826;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:45
59;alteracao;processado;1.1.202604.0000000012998291469;201;Lote Recebido com Sucesso.;1.1.0000000039806852633;?;;09/04/2026 14:45
60;alteracao;processado;1.1.202604.0000000012998293854;201;Lote Recebido com Sucesso.;1.1.0000000039806873303;?;;09/04/2026 14:45
61;alteracao;processado;1.1.202604.0000000012998296071;201;Lote Recebido com Sucesso.;1.1.0000000039806888621;?;;09/04/2026 14:45
62;alteracao;erro;1.1.202604.0000000012998296559;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:45
63;alteracao;processado;1.1.202604.0000000012998298389;201;Lote Recebido com Sucesso.;1.1.0000000039806904283;?;;09/04/2026 14:45
64;alteracao;processado;1.1.202604.0000000012998300847;201;Lote Recebido com Sucesso.;1.1.0000000039806921516;?;;09/04/2026 14:46
65;alteracao;erro;1.1.202604.0000000012998303112;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:46
66;alteracao;processado;1.1.202604.0000000012998303595;201;Lote Recebido com Sucesso.;1.1.0000000039806939810;?;;09/04/2026 14:46
67;alteracao;processado;1.1.202604.0000000012998306175;201;Lote Recebido com Sucesso.;1.1.0000000039806961681;?;;09/04/2026 14:46
68;alteracao;erro;1.1.202604.0000000012998310003;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:47
69;alteracao;processado;1.1.202604.0000000012998310765;201;Lote Recebido com Sucesso.;1.1.0000000039806990223;?;;09/04/2026 14:47
70;alteracao;processado;1.1.202604.0000000012998312810;201;Lote Recebido com Sucesso.;1.1.0000000039807004541;?;;09/04/2026 14:47
71;alteracao;processado;1.1.202604.0000000012998314837;201;Lote Recebido com Sucesso.;1.1.0000000039807017979;?;;09/04/2026 14:47
72;alteracao;erro;1.1.202604.0000000012998315201;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:47
73;alteracao;processado;1.1.202604.0000000012998316987;201;Lote Recebido com Sucesso.;1.1.0000000039807032858;?;;09/04/2026 14:47
74;alteracao;processado;1.1.202604.0000000012998318978;201;Lote Recebido com Sucesso.;1.1.0000000039807046421;?;;09/04/2026 14:47
75;alteracao;processado;1.1.202604.0000000012998321016;201;Lote Recebido com Sucesso.;1.1.0000000039807060440;?;;09/04/2026 14:48
76;alteracao;erro;1.1.202604.0000000012998321453;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:48
77;alteracao;processado;1.1.202604.0000000012998323210;201;Lote Recebido com Sucesso.;1.1.0000000039807073472;?;;09/04/2026 14:48
78;alteracao;processado;1.1.202604.0000000012998325338;201;Lote Recebido com Sucesso.;1.1.0000000039807086850;?;;09/04/2026 14:48
79;alteracao;erro;1.1.202604.0000000012998326805;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:48
80;alteracao;erro;1.1.202604.0000000012998327633;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:48
81;alteracao;erro;1.1.202604.0000000012998331842;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:49
82;alteracao;erro;1.1.202604.0000000012998333291;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:49
83;alteracao;processado;1.1.202604.0000000012998334654;201;Lote Recebido com Sucesso.;1.1.0000000039807155105;?;;09/04/2026 14:49
84;alteracao;processado;1.1.202604.0000000012998336841;201;Lote Recebido com Sucesso.;1.1.0000000039807170333;?;;09/04/2026 14:49
85;alteracao;processado;1.1.202604.0000000012998338976;201;Lote Recebido com Sucesso.;1.1.0000000039807184208;?;;09/04/2026 14:49
86;alteracao;erro;1.1.202604.0000000012998339382;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:49
87;alteracao;erro;1.1.202604.0000000012998341172;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:50
88;alteracao;erro;1.1.202604.0000000012998344608;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:50
89;alteracao;processado;1.1.202604.0000000012998348604;201;Lote Recebido com Sucesso.;1.1.0000000039807264019;?;;09/04/2026 14:50
90;alteracao;processado;1.1.202604.0000000012998351036;201;Lote Recebido com Sucesso.;1.1.0000000039807278446;?;;09/04/2026 14:50
91;alteracao;erro;1.1.202604.0000000012998351651;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:51
92;alteracao;processado;1.1.202604.0000000012998353718;201;Lote Recebido com Sucesso.;1.1.0000000039807294318;?;;09/04/2026 14:51
93;alteracao;processado;1.1.202604.0000000012998356167;201;Lote Recebido com Sucesso.;1.1.0000000039807309311;?;;09/04/2026 14:51
94;alteracao;erro;1.1.202604.0000000012998357795;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:51
95;alteracao;processado;1.1.202604.0000000012998358665;201;Lote Recebido com Sucesso.;1.1.0000000039807324320;?;;09/04/2026 14:51
96;alteracao;processado;1.1.202604.0000000012998361333;201;Lote Recebido com Sucesso.;1.1.0000000039807340048;?;;09/04/2026 14:51
97;alteracao;processado;1.1.202604.0000000012998364218;201;Lote Recebido com Sucesso.;1.1.0000000039807359135;?;;09/04/2026 14:52
98;alteracao;erro;1.1.202604.0000000012998365950;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:52
99;alteracao;processado;1.1.202604.0000000012998366815;201;Lote Recebido com Sucesso.;1.1.0000000039807374366;?;;09/04/2026 14:52
100;alteracao;processado;1.1.202604.0000000012998369017;201;Lote Recebido com Sucesso.;1.1.0000000039807388586;?;;09/04/2026 14:52
101;alteracao;erro;1.1.202604.0000000012998371158;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:52
102;alteracao;erro;1.1.202604.0000000012998371552;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:52
103;alteracao;processado;1.1.202604.0000000012998374385;201;Lote Recebido com Sucesso.;1.1.0000000039807425444;?;;09/04/2026 14:52
104;alteracao;processado;1.1.202604.0000000012998376536;201;Lote Recebido com Sucesso.;1.1.0000000039807441294;?;;09/04/2026 14:53
105;alteracao;erro;1.1.202604.0000000012998378081;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:53
106;alteracao;processado;1.1.202604.0000000012998378903;201;Lote Recebido com Sucesso.;1.1.0000000039807458393;?;;09/04/2026 14:53
107;alteracao;processado;1.1.202604.0000000012998381085;201;Lote Recebido com Sucesso.;1.1.0000000039807475523;?;;09/04/2026 14:53
108;alteracao;erro;1.1.202604.0000000012998383144;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:53
109;alteracao;erro;1.1.202604.0000000012998383492;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:53
110;alteracao;processado;1.1.202604.0000000012998384897;201;Lote Recebido com Sucesso.;1.1.0000000039807506168;?;;09/04/2026 14:54
111;alteracao;processado;1.1.202604.0000000012998387064;201;Lote Recebido com Sucesso.;1.1.0000000039807522510;?;;09/04/2026 14:54
112;alteracao;processado;1.1.202604.0000000012998389286;201;Lote Recebido com Sucesso.;1.1.0000000039807536993;?;;09/04/2026 14:54
113;alteracao;erro;1.1.202604.0000000012998390317;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:54
114;alteracao;erro;1.1.202604.0000000012998391863;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:54
115;alteracao;processado;1.1.202604.0000000012998393973;201;Lote Recebido com Sucesso.;1.1.0000000039807574925;?;;09/04/2026 14:54
116;alteracao;erro;1.1.202604.0000000012998395377;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:54
117;alteracao;processado;1.1.202604.0000000012998397356;201;Lote Recebido com Sucesso.;1.1.0000000039807598891;?;;09/04/2026 14:55
118;alteracao;processado;1.1.202604.0000000012998399295;201;Lote Recebido com Sucesso.;1.1.0000000039807613832;?;;09/04/2026 14:55
119;alteracao;erro;1.1.202604.0000000012998401621;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:55
120;alteracao;processado;1.1.202604.0000000012998402373;201;Lote Recebido com Sucesso.;1.1.0000000039807638071;?;;09/04/2026 14:55
121;alteracao;processado;1.1.202604.0000000012998404450;201;Lote Recebido com Sucesso.;1.1.0000000039807659324;?;;09/04/2026 14:55
122;alteracao;erro;1.1.202604.0000000012998406630;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:56
123;alteracao;erro;1.1.202604.0000000012998407072;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:56
124;alteracao;erro;1.1.202604.0000000012998412959;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:56
125;alteracao;erro;1.1.202604.0000000012998422220;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:57
126;alteracao;erro;1.1.202604.0000000012998431201;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:58
127;alteracao;erro;1.1.202604.0000000012998439344;201;Lote Recebido com Sucesso.;;?;;09/04/2026 14:59
128;alteracao;processado;1.1.202604.0000000012998454416;201;Lote Recebido com Sucesso.;1.1.0000000039808053137;?;;09/04/2026 15:01
129;alteracao;processado;1.1.202604.0000000012998457672;201;Lote Recebido com Sucesso.;1.1.0000000039808081296;?;;09/04/2026 15:01
130;alteracao;processado;1.1.202604.0000000012998460761;201;Lote Recebido com Sucesso.;1.1.0000000039808105988;?;;09/04/2026 15:01
131;alteracao;processado;1.1.202604.0000000012998464032;201;Lote Recebido com Sucesso.;1.1.0000000039808135241;?;;09/04/2026 15:02
132;alteracao;erro;1.1.202604.0000000012998466401;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:02
133;alteracao;erro;1.1.202604.0000000012998467759;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:02
134;alteracao;processado;1.1.202604.0000000012998469965;201;Lote Recebido com Sucesso.;1.1.0000000039808190449;?;;09/04/2026 15:02
135;alteracao;processado;1.1.202604.0000000012998472110;201;Lote Recebido com Sucesso.;1.1.0000000039808207170;?;;09/04/2026 15:02
136;alteracao;processado;1.1.202604.0000000012998473781;201;Lote Recebido com Sucesso.;1.1.0000000039808220561;?;;09/04/2026 15:03
137;alteracao;processado;1.1.202604.0000000012998476440;201;Lote Recebido com Sucesso.;1.1.0000000039808239653;?;;09/04/2026 15:03
138;alteracao;processado;1.1.202604.0000000012998477827;201;Lote Recebido com Sucesso.;1.1.0000000039808250386;?;;09/04/2026 15:03
139;alteracao;processado;1.1.202604.0000000012998479255;201;Lote Recebido com Sucesso.;1.1.0000000039808261505;?;;09/04/2026 15:03
140;alteracao;processado;1.1.202604.0000000012998480818;201;Lote Recebido com Sucesso.;1.1.0000000039808272373;?;;09/04/2026 15:03
141;alteracao;processado;1.1.202604.0000000012998482149;201;Lote Recebido com Sucesso.;1.1.0000000039808282152;?;;09/04/2026 15:04
142;alteracao;processado;1.1.202604.0000000012998483480;201;Lote Recebido com Sucesso.;1.1.0000000039808292821;?;;09/04/2026 15:04
143;alteracao;processado;1.1.202604.0000000012998484789;201;Lote Recebido com Sucesso.;1.1.0000000039808304946;?;;09/04/2026 15:04
144;alteracao;processado;1.1.202604.0000000012998488231;201;Lote Recebido com Sucesso.;1.1.0000000039808332931;?;;09/04/2026 15:04
145;alteracao;processado;1.1.202604.0000000012998489903;201;Lote Recebido com Sucesso.;1.1.0000000039808345494;?;;09/04/2026 15:05
146;alteracao;processado;1.1.202604.0000000012998492779;201;Lote Recebido com Sucesso.;1.1.0000000039808365869;?;;09/04/2026 15:05
147;alteracao;processado;1.1.202604.0000000012998494100;201;Lote Recebido com Sucesso.;1.1.0000000039808377023;?;;09/04/2026 15:05
148;alteracao;processado;1.1.202604.0000000012998495594;201;Lote Recebido com Sucesso.;1.1.0000000039808389250;?;;09/04/2026 15:05
149;alteracao;processado;1.1.202604.0000000012998497098;201;Lote Recebido com Sucesso.;1.1.0000000039808402380;?;;09/04/2026 15:05
150;alteracao;processado;1.1.202604.0000000012998498690;201;Lote Recebido com Sucesso.;1.1.0000000039808420226;?;;09/04/2026 15:06
151;alteracao;processado;1.1.202604.0000000012998501187;201;Lote Recebido com Sucesso.;1.1.0000000039808441035;?;;09/04/2026 15:06
152;alteracao;processado;1.1.202604.0000000012998502593;201;Lote Recebido com Sucesso.;1.1.0000000039808453512;?;;09/04/2026 15:06
153;alteracao;processado;1.1.202604.0000000012998503934;201;Lote Recebido com Sucesso.;1.1.0000000039808464296;?;;09/04/2026 15:06
154;alteracao;processado;1.1.202604.0000000012998505229;201;Lote Recebido com Sucesso.;1.1.0000000039808474601;?;;09/04/2026 15:06
155;alteracao;processado;1.1.202604.0000000012998507682;201;Lote Recebido com Sucesso.;1.1.0000000039808496216;?;;09/04/2026 15:07
156;alteracao;processado;1.1.202604.0000000012998509212;201;Lote Recebido com Sucesso.;1.1.0000000039808511660;?;;09/04/2026 15:07
157;alteracao;processado;1.1.202604.0000000012998511067;201;Lote Recebido com Sucesso.;1.1.0000000039808532571;?;;09/04/2026 15:07
158;alteracao;processado;1.1.202604.0000000012998513027;201;Lote Recebido com Sucesso.;1.1.0000000039808552344;?;;09/04/2026 15:07
159;alteracao;processado;1.1.202604.0000000012998514149;201;Lote Recebido com Sucesso.;1.1.0000000039808570846;?;;09/04/2026 15:08
160;alteracao;processado;1.1.202604.0000000012998520714;201;Lote Recebido com Sucesso.;1.1.0000000039808622061;?;;09/04/2026 15:08
161;alteracao;processado;1.1.202604.0000000012998521943;201;Lote Recebido com Sucesso.;1.1.0000000039808633241;?;;09/04/2026 15:09
162;alteracao;processado;1.1.202604.0000000012998523083;201;Lote Recebido com Sucesso.;1.1.0000000039808643310;?;;09/04/2026 15:09
163;alteracao;processado;1.1.202604.0000000012998524313;201;Lote Recebido com Sucesso.;1.1.0000000039808652526;?;;09/04/2026 15:09
164;alteracao;erro;1.1.202604.0000000012998525492;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:09
165;alteracao;erro;1.1.202604.0000000012998526592;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:09
166;alteracao;processado;1.1.202604.0000000012998527709;201;Lote Recebido com Sucesso.;1.1.0000000039808680815;?;;09/04/2026 15:09
167;alteracao;processado;1.1.202604.0000000012998528945;201;Lote Recebido com Sucesso.;1.1.0000000039808688748;?;;09/04/2026 15:10
168;alteracao;erro;1.1.202604.0000000012998530276;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:10
169;alteracao;processado;1.1.202604.0000000012998531421;201;Lote Recebido com Sucesso.;1.1.0000000039808706614;?;;09/04/2026 15:10
170;alteracao;processado;1.1.202604.0000000012998532586;201;Lote Recebido com Sucesso.;1.1.0000000039808716993;?;;09/04/2026 15:10
171;alteracao;processado;1.1.202604.0000000012998533708;201;Lote Recebido com Sucesso.;1.1.0000000039808726479;?;;09/04/2026 15:10
172;alteracao;processado;1.1.202604.0000000012998534986;201;Lote Recebido com Sucesso.;1.1.0000000039808735929;?;;09/04/2026 15:10
173;alteracao;processado;1.1.202604.0000000012998536151;201;Lote Recebido com Sucesso.;1.1.0000000039808745934;?;;09/04/2026 15:11
174;alteracao;processado;1.1.202604.0000000012998537435;201;Lote Recebido com Sucesso.;1.1.0000000039808759853;?;;09/04/2026 15:11
175;alteracao;processado;1.1.202604.0000000012998538698;201;Lote Recebido com Sucesso.;1.1.0000000039808769537;?;;09/04/2026 15:11
176;alteracao;processado;1.1.202604.0000000012998539928;201;Lote Recebido com Sucesso.;1.1.0000000039808778525;?;;09/04/2026 15:11
177;alteracao;erro;1.1.202604.0000000012998541097;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:11
178;alteracao;processado;1.1.202604.0000000012998550344;201;Lote Recebido com Sucesso.;1.1.0000000039808861778;?;;09/04/2026 15:13
179;alteracao;processado;1.1.202604.0000000012998551544;201;Lote Recebido com Sucesso.;1.1.0000000039808875020;?;;09/04/2026 15:13
180;alteracao;processado;1.1.202604.0000000012998552698;201;Lote Recebido com Sucesso.;1.1.0000000039808888781;?;;09/04/2026 15:13
181;alteracao;erro;1.1.202604.0000000012998553946;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:13
182;alteracao;processado;1.1.202604.0000000012998555130;201;Lote Recebido com Sucesso.;1.1.0000000039808909903;?;;09/04/2026 15:13
183;alteracao;processado;1.1.202604.0000000012998556356;201;Lote Recebido com Sucesso.;1.1.0000000039808919702;?;;09/04/2026 15:13
184;alteracao;processado;1.1.202604.0000000012998558429;201;Lote Recebido com Sucesso.;1.1.0000000039808936726;?;;09/04/2026 15:14
185;alteracao;processado;1.1.202604.0000000012998559546;201;Lote Recebido com Sucesso.;1.1.0000000039808946301;?;;09/04/2026 15:14
186;alteracao;erro;1.1.202604.0000000012998560896;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:14
187;alteracao;erro;1.1.202604.0000000012998561989;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:14
188;alteracao;processado;1.1.202604.0000000012998563063;201;Lote Recebido com Sucesso.;1.1.0000000039808977444;?;;09/04/2026 15:14
189;alteracao;processado;1.1.202604.0000000012998564288;201;Lote Recebido com Sucesso.;1.1.0000000039808986849;?;;09/04/2026 15:14
190;alteracao;processado;1.1.202604.0000000012998565505;201;Lote Recebido com Sucesso.;1.1.0000000039808996447;?;;09/04/2026 15:15
191;alteracao;processado;1.1.202604.0000000012998566881;201;Lote Recebido com Sucesso.;1.1.0000000039809006137;?;;09/04/2026 15:15
192;alteracao;processado;1.1.202604.0000000012998568210;201;Lote Recebido com Sucesso.;1.1.0000000039809016461;?;;09/04/2026 15:15
193;alteracao;processado;1.1.202604.0000000012998569810;201;Lote Recebido com Sucesso.;1.1.0000000039809025605;?;;09/04/2026 15:15
194;alteracao;processado;1.1.202604.0000000012998571510;201;Lote Recebido com Sucesso.;1.1.0000000039809036689;?;;09/04/2026 15:15
195;alteracao;processado;1.1.202604.0000000012998573072;201;Lote Recebido com Sucesso.;1.1.0000000039809047886;?;;09/04/2026 15:15
196;alteracao;processado;1.1.202604.0000000012998574299;201;Lote Recebido com Sucesso.;1.1.0000000039809057904;?;;09/04/2026 15:16
197;alteracao;processado;1.1.202604.0000000012998576016;201;Lote Recebido com Sucesso.;1.1.0000000039809070476;?;;09/04/2026 15:16
198;alteracao;processado;1.1.202604.0000000012998577102;201;Lote Recebido com Sucesso.;1.1.0000000039809080558;?;;09/04/2026 15:16
199;alteracao;processado;1.1.202604.0000000012998578043;201;Lote Recebido com Sucesso.;1.1.0000000039809090199;?;;09/04/2026 15:16
200;alteracao;processado;1.1.202604.0000000012998579088;201;Lote Recebido com Sucesso.;1.1.0000000039809099521;?;;09/04/2026 15:16
201;alteracao;processado;1.1.202604.0000000012998580394;201;Lote Recebido com Sucesso.;1.1.0000000039809107714;?;;09/04/2026 15:17
202;alteracao;erro;1.1.202604.0000000012998581525;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:17
203;alteracao;processado;1.1.202604.0000000012998582649;201;Lote Recebido com Sucesso.;1.1.0000000039809124400;?;;09/04/2026 15:17
204;alteracao;processado;1.1.202604.0000000012998583647;201;Lote Recebido com Sucesso.;1.1.0000000039809132934;?;;09/04/2026 15:17
205;alteracao;erro;1.1.202604.0000000012998585191;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:17
206;alteracao;processado;1.1.202604.0000000012998586434;201;Lote Recebido com Sucesso.;1.1.0000000039809155060;?;;09/04/2026 15:17
207;alteracao;processado;1.1.202604.0000000012998587557;201;Lote Recebido com Sucesso.;1.1.0000000039809164493;?;;09/04/2026 15:18
208;alteracao;processado;1.1.202604.0000000012998588683;201;Lote Recebido com Sucesso.;1.1.0000000039809173618;?;;09/04/2026 15:18
209;alteracao;processado;1.1.202604.0000000012998589832;201;Lote Recebido com Sucesso.;1.1.0000000039809184051;?;;09/04/2026 15:18
210;inclusao;processado;1.1.202604.0000000012998702958;201;Lote Recebido com Sucesso.;1.1.0000000039809904483;?;;09/04/2026 15:34
211;inclusao;processado;1.1.202604.0000000012998704558;201;Lote Recebido com Sucesso.;1.1.0000000039809915638;?;;09/04/2026 15:34
212;inclusao;processado;1.1.202604.0000000012998708290;201;Lote Recebido com Sucesso.;1.1.0000000039809936183;?;;09/04/2026 15:35
213;inclusao;processado;1.1.202604.0000000012998710598;201;Lote Recebido com Sucesso.;1.1.0000000039809949495;?;;09/04/2026 15:35
214;inclusao;processado;1.1.202604.0000000012998711841;201;Lote Recebido com Sucesso.;1.1.0000000039809956533;?;;09/04/2026 15:35
215;inclusao;processado;1.1.202604.0000000012998714109;201;Lote Recebido com Sucesso.;1.1.0000000039809968104;?;;09/04/2026 15:36
216;inclusao;processado;1.1.202604.0000000012998717172;201;Lote Recebido com Sucesso.;1.1.0000000039809986641;?;;09/04/2026 15:36
217;inclusao;processado;1.1.202604.0000000012998718314;201;Lote Recebido com Sucesso.;1.1.0000000039809993041;?;;09/04/2026 15:36
218;alteracao;erro;1.1.202604.0000000012998753207;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:43
219;alteracao;erro;1.1.202604.0000000012998753953;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:44
220;alteracao;erro;1.1.202604.0000000012998754730;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:44
221;alteracao;erro;1.1.202604.0000000012998755573;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:44
222;alteracao;erro;1.1.202604.0000000012998756375;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:44
223;alteracao;erro;1.1.202604.0000000012998757152;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:44
224;alteracao;erro;1.1.202604.0000000012998757862;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:44
225;alteracao;erro;1.1.202604.0000000012998758598;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:44
226;alteracao;erro;1.1.202604.0000000012998759433;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:45
227;alteracao;erro;1.1.202604.0000000012998760190;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:45
228;alteracao;erro;1.1.202604.0000000012998760915;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:45
229;alteracao;erro;1.1.202604.0000000012998761639;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:45
230;alteracao;erro;1.1.202604.0000000012998762409;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:45
231;alteracao;erro;1.1.202604.0000000012998763191;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:45
232;alteracao;erro;1.1.202604.0000000012998763961;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:46
233;alteracao;erro;1.1.202604.0000000012998805351;201;Lote Recebido com Sucesso.;;?;;09/04/2026 15:53
234;inclusao;processado;1.1.202604.0000000012998815701;201;Lote Recebido com Sucesso.;1.1.0000000039810723942;?;;09/04/2026 15:55
235;alteracao;processado;1.1.202604.0000000012998886182;201;Lote Recebido com Sucesso.;1.1.0000000039811176255;?;;09/04/2026 16:06
236;alteracao;processado;1.1.202604.0000000012998926857;201;Lote Recebido com Sucesso.;1.1.0000000039811426842;?;;09/04/2026 16:12
237;alteracao;erro;1.1.202604.0000000012998945875;201;Lote Recebido com Sucesso.;;?;;09/04/2026 16:14
238;inclusao;processado;1.1.202604.0000000012998977516;201;Lote Recebido com Sucesso.;1.1.0000000039811644028;?;;09/04/2026 16:17
239;inclusao;erro;1.1.202604.0000000013005946569;201;Lote Recebido com Sucesso.;;?;;10/04/2026 14:39
240;alteracao;processado;1.1.202604.0000000013005971101;201;Lote Recebido com Sucesso.;1.1.0000000039857594755;?;;10/04/2026 14:41
241;alteracao;processado;1.1.202604.0000000013006158042;201;Lote Recebido com Sucesso.;1.1.0000000039858845523;?;;10/04/2026 15:01
